"loan_amnt","title","int_rate","term","loan_status","emp_length","home_ownership","annual_inc","dti","pub_rec","mo_sin_old_rev_tl_op","mo_sin_old_il_acct","total_acc","open_acc","mort_acc","delinq_2yrs","inq_last_12m","all_util","revol_util","revol_bal","tot_cur_bal","total_bal_ex_mort","grade"
17000,"Debt consolidation",0.226954537808197," 60 months","Current","< 1 year","MORTGAGE",82354,27.57,0,177,76,17,9,1,0,0,82,0.886,13017,161982,83880,"D"
4000,"Debt consolidation",0.165131410429929," 36 months","Current","2 years","MORTGAGE",40000,36.28,0,372,155,11,4,1,0,1,91,0.372,2009,33589,33589,"C"
14400,"Debt consolidation",0.0677267428123625," 36 months","Current","9+ years","RENT",1e+05,9.7,0,274,141,13,9,1,0,0,50,0.498,32481,32481,32481,"A"
26500,"Credit card refinancing",0.0899665220185649," 60 months","Current","< 1 year","OWN",75000,9.28,0,379,173,17,12,3,0,1,32,0.347,16767,314873,17718,"A"
40000,"Debt consolidation",0.137652668949822," 36 months","Current","2 years","MORTGAGE",250000,14.46,0,216,150,35,18,4,1,2,61,0.644,53309,818640,113898,"C"
35000,"Credit card refinancing",0.0699719827347668," 36 months","Current","7 years","MORTGAGE",162000,15.41,0,358,66,51,20,2,0,12,68,0.541,42508,160114,160114,"A"
20000,"Vacation",0.277900693110819," 60 months","Current","6 years","MORTGAGE",114060,5.07,1,300,150,28,6,1,2,2,49,0.092,569,704064,196689,"E"
38000,"Debt consolidation",0.110557295853784," 36 months","Current","9+ years","MORTGAGE",250000,8.24,0,158,162,31,16,2,6,3,36,0.406,5762,366772,23092,"B"
7400,"Debt consolidation",0.277583877116838," 36 months","Current","9+ years","MORTGAGE",48000,37.48,0,149,150,29,12,1,1,1,73,0.464,3434,108982,65949,"E"
6000,"Credit card refinancing",0.133448888371419," 36 months","Current","1 year","RENT",62000,14.31,0,83,110,16,12,0,0,0,84,0.626,5008,42046,42046,"B"
15000,"Credit card refinancing",0.115563664777111," 60 months","Current","6 years","MORTGAGE",105000,21.33,0,77,141,22,11,3,0,2,31,0.31,11792,294575,101565,"B"
22000,"Credit card refinancing",0.13975342841926," 60 months","Current","2 years","MORTGAGE",52000,2.84,0,120,87,29,19,1,0,0,76,0.204,6872,253068,85295,"C"
20000,"Credit card refinancing",0.12993435851282," 36 months","Current","2 years","MORTGAGE",61000,29.27,0,395,85,29,13,6,0,3,80,0.8,50902,230533,50902,"B"
13100,"Debt consolidation",0.267153720258875," 36 months","Late","< 1 year","RENT",190000,4.65,0,160,133,18,8,0,0,0,42,0.776,10170,11793,11793,"E"
12000,"Debt consolidation",0.182062068058574," 36 months","Current","9+ years","MORTGAGE",108000,25.6,0,322,139,31,21,3,1,3,82,0.781,30944,524755,113417,"D"
24375,"Credit card refinancing",0.272711609165696," 60 months","Current","9+ years","MORTGAGE",98000,24.04,1,79,148,24,13,3,0,8,67,0.629,19315,340064,58980,"E"
20000,"Debt consolidation",0.148535892937845," 60 months","Current","9+ years","MORTGAGE",1e+05,25.91,0,170,271,23,10,4,1,0,75,0.675,30287,462867,77374,"C"
30000,"Credit card refinancing",0.0691430851622019," 36 months","Current","9+ years","MORTGAGE",230000,12.78,0,128,97,34,24,0,0,0,59,0.401,61449,208418,208418,"A"
17500,"Debt consolidation",0.263699484410021," 60 months","Current","9+ years","OWN",53000,31.34,0,172,138,32,28,0,0,3,78,0.288,9949,95051,95051,"E"
7000,"Debt consolidation",0.117812704500998," 36 months","Current","< 1 year","RENT",35040,33.01,0,63,116,21,11,0,0,4,26,0.258,5963,35261,35261,"B"
17500,"Debt consolidation",0.12290544026345," 60 months","Current","9+ years","RENT",63000,38.04,0,235,171,42,26,0,0,0,60,0.41,29531,102199,102199,"B"
9000,"Debt consolidation",0.109845430817036," 36 months","Current","2 years","MORTGAGE",60000,12.54,0,91,128,19,13,0,0,1,47,0.206,4014,18817,18817,"B"
9000,"Credit card refinancing",0.0810557140648831," 36 months","Current","8 years","MORTGAGE",29000,11.38,1,163,27,7,4,0,0,0,48,0.403,4635,7175,7175,"A"
15000,"Credit card refinancing",0.091567278659693," 36 months","Current","2 years","RENT",170000,11.35,0,141,69,29,24,0,0,0,61,0.567,29024,42929,42929,"A"
10000,"Debt consolidation",0.115832258754177," 36 months","Current","1 year","OWN",60000,29.5,0,429,32,22,10,0,0,4,54,0.064,818,28126,28126,"B"
4000,"Credit card refinancing",0.0930993250678526," 36 months","Current","2 years","RENT",45000,28.83,0,66,42,22,15,0,0,5,47,0.194,8491,36830,36830,"A"
30000,"Debt consolidation",0.189619273590017," 36 months","Current","9+ years","MORTGAGE",85000,28.02,0,240,173,36,20,2,0,1,65,0.579,36288,156087,64323,"D"
5000,"Debt consolidation",0.0797828475890914," 36 months","Current","< 1 year","RENT",98500,16.68,0,133,129,22,10,0,0,1,33,0.199,11431,30663,30663,"A"
6000,"Other",0.128595431022183," 36 months","Current","9+ years","RENT",20557,20.14,0,94,59,12,11,0,0,2,52,0.023,488,29552,29552,"B"
6400,"Home improvement",0.163556386625371," 36 months","Current","7 years","MORTGAGE",125000,26.75,0,217,70,23,16,2,0,1,84,0.867,104642,315411,155344,"C"
6400,"Credit card refinancing",0.0750178142569726," 36 months","Current","9+ years","RENT",60000,4.68,0,43,32,4,3,0,0,1,86,0.864,6822,6822,6822,"A"
10000,"Debt consolidation",0.131556368482136," 36 months","Current","9+ years","RENT",37000,31.59,0,109,131,14,13,0,0,3,51,0.106,3653,39082,39082,"B"
7500,"Home buying",0.116041840063664," 36 months","Current","9+ years","MORTGAGE",98000,10.26,0,51,38,15,13,2,1,8,37,0.219,8560,65333,23491,"B"
30000,"Credit card refinancing",0.174161689201393," 60 months","Current","2 years","RENT",90000,39.09,0,493,130,35,16,2,1,2,37,0.398,19351,30062,30062,"C"
16000,"Debt consolidation",0.128060518020717," 36 months","Current","3 years","OWN",29644,2.02,0,18,114,5,3,0,0,1,55,0.552,3698,3698,3698,"B"
5000,"Medical expenses",0.14587494132428," 36 months","Current","5 years","MORTGAGE",60000,18.44,0,164,89,21,14,0,0,1,64,0.365,2995,30057,30057,"C"
22000,"Debt consolidation",0.0806436244146665," 36 months","Current","7 years","MORTGAGE",65000,15.03,0,83,58,14,8,0,0,2,47,0.204,6663,27172,27172,"A"
20000,"Debt consolidation",0.138931884529558," 60 months","Current","9+ years","MORTGAGE",72000,36.4,0,184,161,37,24,0,0,3,35,0.081,7245,57490,57490,"C"
9000,"Credit card refinancing",0.0779363911738852," 36 months","Current","< 1 year","MORTGAGE",22880,8.34,0,141,138,11,7,1,1,0,33,0.331,7219,112940,7219,"A"
25000,"Debt consolidation",0.138191783832177," 60 months","Current","1 year","MORTGAGE",1e+05,17.69,0,45,106,17,9,2,0,2,74,0.681,21442,58942,58942,"C"
10500,"Credit card refinancing",0.0667579514851561," 36 months","Current","5 years","OWN",55000,23.11,0,183,176,31,18,0,0,1,78,0.477,13821,58063,58063,"A"
6250,"Debt consolidation",0.192841915620584," 36 months","Current","< 1 year","MORTGAGE",36000,36.32,0,338,17,19,16,1,0,2,44,0.419,42291,101229,48027,"D"
8250,"Credit card refinancing",0.132685662402841," 36 months","Current","4 years","RENT",30000,34.36,0,40,35,10,8,0,0,5,73,0.354,4602,35816,35816,"B"
10000,"Debt consolidation",0.130006778176129," 36 months","Current","2 years","RENT",60000,9.38,0,127,134,15,5,0,0,4,86,0.795,9223,19781,19781,"B"
12500,"Credit card refinancing",0.0697146603031317," 36 months","Current","9+ years","MORTGAGE",95000,21.37,0,148,130,27,13,4,0,0,77,0.925,43305,207711,63910,"A"
15000,"Debt consolidation",0.0819581937110983," 36 months","Current","1 year","RENT",38000,24.38,0,96,49,29,17,0,0,0,44,0.169,6444,29230,29230,"A"
35000,"Debt consolidation",0.129710467337351," 60 months","Current","2 years","MORTGAGE",120000,9.92,0,206,143,60,20,6,1,3,40,0.403,41688,486187,41688,"B"
1000,"Other",0.139955896008317," 36 months","Current","3 years","MORTGAGE",76000,15.68,0,165,205,31,13,4,0,3,82,0.452,12339,363517,80344,"C"
18600,"Debt consolidation",0.105301019978663," 36 months","Current","9+ years","MORTGAGE",1e+05,17.54,0,197,124,26,15,2,0,14,68,0.176,7606,519519,84407,"B"
10000,"Credit card refinancing",0.151068623186601," 60 months","Current","9+ years","MORTGAGE",86000,26.72,0,253,101,17,14,2,2,0,50,0.543,27716,169882,53393,"C"
32325,"Credit card refinancing",0.171736992439977," 60 months","Current","9+ years","MORTGAGE",102000,28.19,0,124,244,70,27,6,0,8,70,0.738,48544,565748,209128,"C"
12000,"Debt consolidation",0.228487385763903," 60 months","Current","9+ years","MORTGAGE",49800,24.17,0,142,127,17,9,1,0,3,97,0.97,9588,241300,43551,"D"
24000,"Debt consolidation",0.213092339377943," 60 months","Current","< 1 year","OWN",50000,24.7,1,81,202,13,10,0,0,4,58,0.577,10385,50392,50392,"D"
36000,"Debt consolidation",0.151622747589764," 60 months","Current","< 1 year","RENT",150000,27.92,0,270,170,36,16,3,0,4,77,0.817,48585,106283,106283,"C"
40000,"Credit card refinancing",0.0800943124021636," 36 months","Current","1 year","RENT",138000,8.55,0,135,95,23,13,0,0,1,33,0.363,40074,41833,41833,"A"
15000,"Debt consolidation",0.166456946958997," 36 months","Current","4 years","MORTGAGE",1e+05,29.8,0,99,162,22,9,0,0,0,84,0.803,29294,87752,87752,"C"
35000,"Debt consolidation",0.0668674071131041," 36 months","Current","9+ years","MORTGAGE",70000,24.14,0,248,99,33,15,3,0,0,52,0.447,23145,176956,49842,"A"
16000,"Debt consolidation",0.129209715051181," 60 months","Current","2 years","MORTGAGE",85000,14.57,0,159,241,43,27,2,1,4,86,0.492,7730,313490,97668,"B"
10000,"Debt consolidation",0.11435300321402," 36 months","Current","9+ years","OWN",102000,25.89,0,139,163,43,8,1,0,1,77,0.629,30260,87258,87258,"B"
22000,"Debt consolidation",0.121075324134901," 60 months","Current","< 1 year","RENT",85000,23.22,0,88,108,19,14,0,0,0,74,0.503,15500,80271,80271,"B"
10000,"Home buying",0.267643464711285," 60 months","Current","1 year","RENT",240000,7.41,0,158,182,77,10,0,0,5,72,0.33,2509,583099,583099,"E"
14000,"Debt consolidation",0.110782539033028," 36 months","Current","9+ years","RENT",55500,21.97,0,235,140,15,7,0,0,0,75,0.753,17686,44619,44619,"B"
16000,"Debt consolidation",0.146012841139035," 36 months","Current","1 year","OWN",101000,5.77,0,160,133,19,7,2,0,3,63,0.621,10494,189580,16338,"C"
24000,"Debt consolidation",0.171001214304264," 60 months","Current","4 years","RENT",110000,9.31,0,137,49,12,8,1,0,2,72,0.72,12285,62198,24873,"C"
2000,"Debt consolidation",0.0729950423964066," 36 months","Current","9+ years","RENT",50000,4.15,0,58,0,8,5,0,0,3,31,0.314,7424,7424,7424,"A"
17000,"Debt consolidation",0.061141470025084," 60 months","Current","2 years","MORTGAGE",130000,5.47,0,157,82,13,5,4,0,0,35,0.349,25039,475024,25039,"A"
10000,"Credit card refinancing",0.0799233269516611," 36 months","Current","1 year","RENT",50000,11.81,0,101,70,16,14,0,0,1,79,0.357,8291,53738,53738,"A"
35000,"Debt consolidation",0.184645026690024," 36 months","Current","1 year","MORTGAGE",181000,21.97,0,184,124,17,13,4,0,1,91,0.91,114737,343169,105677,"D"
20000,"Debt consolidation",0.110583804050274," 60 months","Current","9+ years","MORTGAGE",75000,5.47,0,153,126,18,5,2,0,6,69,0.323,6526,202708,31145,"B"
5800,"Credit card refinancing",0.0712736877545714," 36 months","Current","9+ years","MORTGAGE",51000,22.21,0,172,169,35,15,2,0,2,23,0.176,9285,311192,19471,"A"
20000,"Debt consolidation",0.113774742434523," 60 months","Current","9+ years","MORTGAGE",70000,15.36,0,201,209,13,8,1,0,5,80,0.444,14823,57339,57339,"B"
24000,"Debt consolidation",0.11608042604907," 60 months","Current","9+ years","MORTGAGE",46500,31.46,0,271,100,22,18,0,0,1,59,0.544,21580,37856,37856,"B"
20000,"Credit card refinancing",0.135264674608898," 60 months","Current","5 years","MORTGAGE",68500,19.92,0,198,37,20,7,2,0,0,66,0.694,18520,66676,20163,"B"
12000,"Credit card refinancing",0.154991046057711," 60 months","Current","9+ years","RENT",73000,18.95,0,123,152,13,10,0,0,0,79,0.963,24357,62421,62421,"C"
20000,"Debt consolidation",0.0821934967755573," 36 months","Current","8 years","MORTGAGE",80000,33.84,0,178,125,34,16,3,0,3,52,0.623,41288,148252,63016,"A"
6025,"Debt consolidation",0.165686829335499," 36 months","Current","2 years","RENT",35000,4.01,0,227,113,15,5,0,2,0,5,0.051,758,758,758,"C"
2000,"Credit card refinancing",0.238827446035342," 36 months","Current","9+ years","RENT",54000,12.36,0,64,116,31,10,0,0,1,54,0.252,4311,80918,80918,"E"
5000,"Debt consolidation",0.108568984933384," 36 months","Current","< 1 year","MORTGAGE",48000,20,0,157,137,16,10,0,1,0,42,0.146,6206,28118,28118,"B"
40000,"Credit card refinancing",0.144923917799769," 60 months","Current","9+ years","RENT",135000,22.78,0,453,182,45,19,0,3,0,25,0.264,45243,150043,150043,"C"
15000,"Credit card refinancing",0.082728795612324," 60 months","Current","9+ years","MORTGAGE",90000,15.97,0,407,146,74,54,3,0,2,18,0.078,16902,91563,46107,"A"
32000,"Debt consolidation",0.107010235687438," 36 months","Current","< 1 year","RENT",160000,17.69,0,289,139,11,9,0,0,2,60,0.478,13191,61242,61242,"B"
12000,"Debt consolidation",0.131971820771182," 36 months","Current","9+ years","RENT",33000,34.73,0,203,109,16,9,0,3,0,66,0.66,10218,24579,24579,"B"
13000,"Credit card refinancing",0.113418785558338," 60 months","Current","9+ years","MORTGAGE",120000,16.39,1,282,32,21,12,2,0,8,62,0.284,6680,252423,65011,"B"
13500,"Debt consolidation",0.117501386313024," 60 months","Current","9+ years","RENT",75000,17.89,0,167,59,38,30,0,0,4,43,0.094,8479,64038,64038,"B"
10000,"Debt consolidation",0.0703175727708032," 36 months","Current","9+ years","RENT",75000,11.73,1,93,172,26,11,0,0,0,27,0.152,5749,16750,16750,"A"
40000,"Credit card refinancing",0.0628061624850612," 36 months","Current","9+ years","MORTGAGE",85000,22.41,0,156,134,41,24,5,0,7,36,0.362,37589,283720,76776,"A"
10000,"Credit card refinancing",0.209513881994504," 60 months","Current","4 years","RENT",70000,9.96,0,33,99,13,9,0,0,0,26,0.228,8758,10750,10750,"D"
6400,"Home improvement",0.0744105470879236," 36 months","Current","9+ years","MORTGAGE",52000,12.09,0,117,102,23,8,1,0,1,1,0.009,150,22233,22233,"A"
10450,"Debt consolidation",0.150579528460093," 36 months","Current","4 years","MORTGAGE",60000,5.92,0,75,41,9,4,3,0,0,87,0.867,9535,161703,9535,"C"
34000,"Debt consolidation",0.0825709298400674," 36 months","Current","9+ years","RENT",158000,15.94,0,268,108,36,24,1,1,0,47,0.235,28197,127788,127788,"A"
26000,"Debt consolidation",0.172679512002063," 60 months","Current","9+ years","MORTGAGE",3e+05,24.42,0,292,139,40,26,4,0,2,79,0.715,94577,731212,373441,"C"
9500,"Debt consolidation",0.0716610225784127," 36 months","Current","7 years","RENT",39999,3.9,0,86,98,4,2,0,0,0,47,0.458,4124,9537,9537,"A"
16000,"Credit card refinancing",0.110635186375049," 60 months","Current","1 year","MORTGAGE",50000,17.21,0,81,98,9,7,1,0,2,70,0.677,15241,27241,27241,"B"
6000,"Debt consolidation",0.0863480376900174," 36 months","Current","2 years","MORTGAGE",40000,9.57,0,172,143,29,8,2,2,1,33,0.398,3820,185087,5259,"A"
8250,"Debt consolidation",0.209176793528697," 36 months","Current","5 years","RENT",12000,17.4,0,59,0,7,5,0,0,0,53,0.525,4408,4408,4408,"D"
9000,"Debt consolidation",0.0767061766190687," 36 months","Current","3 years","RENT",80000,15.58,0,119,170,17,11,0,0,0,50,0.031,1183,51386,51386,"A"
15000,"Debt consolidation",0.101637559630047," 36 months","Current","9+ years","MORTGAGE",205000,9.31,1,85,71,28,21,2,1,1,56,0.556,25684,243240,52083,"B"
20000,"Debt consolidation",0.0914824828646611," 36 months","Current","9+ years","RENT",107000,14.36,0,152,66,18,12,0,0,1,52,0.515,25018,59667,59667,"A"
20000,"Debt consolidation",0.122474628049065," 36 months","Current","7 years","RENT",55000,28.3,0,147,144,34,16,0,0,7,70,0.157,3128,45280,45280,"B"
5000,"Debt consolidation",0.110814200084936," 36 months","Current","9+ years","MORTGAGE",75000,13.79,0,166,148,22,10,4,1,0,53,0.602,9752,153413,16829,"B"
2800,"Credit card refinancing",0.161549724423303," 36 months","Current","2 years","OWN",24960,39.09,0,62,63,7,5,0,0,0,72,0.946,7472,18493,18493,"C"
10000,"Debt consolidation",0.153453943429678," 36 months","Current","1 year","RENT",70000,12.31,0,32,70,7,5,0,0,1,70,0.552,4688,29860,29860,"C"
10000,"Credit card refinancing",0.141081155988295," 36 months","Current","< 1 year","RENT",50000,19.83,0,137,105,17,11,0,0,0,53,0.36,13418,35246,35246,"C"
13000,"Credit card refinancing",0.148937519158865," 36 months","Current","< 1 year","RENT",45000,21.17,0,58,45,20,15,0,1,5,40,0.382,11815,17119,17119,"C"
4000,"Debt consolidation",0.109687481959979," 36 months","Current","9+ years","MORTGAGE",43000,4.27,0,82,10,10,9,1,0,3,16,0.046,982,19932,3858,"B"
5000,"Medical expenses",0.0770588539003162," 36 months","Current","6 years","OWN",27000,13.69,0,170,146,24,14,0,0,0,23,0.236,6228,6708,6708,"A"
1200,"Other",0.277112091544596," 36 months","Current","9+ years","MORTGAGE",77200,24.65,1,223,107,21,10,0,0,6,67,0.43,9290,44884,44884,"E"
15000,"Debt consolidation",0.169227222351031," 36 months","Current","< 1 year","MORTGAGE",156000,24.72,0,269,141,33,12,3,1,5,39,0.39,6515,316015,316015,"C"
10400,"Debt consolidation",0.119806283945101," 60 months","Current","4 years","OWN",65000,15.55,0,84,79,30,22,0,0,3,47,0.331,12522,32968,32968,"B"
35000,"Debt consolidation",0.211807525610994," 60 months","Current","5 years","MORTGAGE",250000,14.9,1,91,97,47,23,2,0,4,26,0.26,35946,508024,110004,"D"
11000,"Credit card refinancing",0.108000227428693," 36 months","Current","< 1 year","OWN",15600,13.31,0,211,125,11,3,0,0,0,68,0.681,7149,7149,7149,"B"
14975,"Home improvement",0.202893691434688," 60 months","Current","4 years","MORTGAGE",93739,10.46,0,86,11,18,11,2,0,5,63,0.283,11191,588749,59490,"D"
7000,"Debt consolidation",0.0762207202195656," 36 months","Current","7 years","MORTGAGE",66500,2.13,1,107,270,23,9,2,0,3,13,0.133,3385,114743,3385,"A"
12000,"Home improvement",0.258484891475737," 60 months","Current","4 years","MORTGAGE",2e+05,23.11,0,210,147,27,13,1,1,2,70,0.637,230211,686101,288411,"E"
20650,"Credit card refinancing",0.166323531468608," 36 months","Current","9+ years","MORTGAGE",1e+05,26.99,0,360,151,15,9,4,0,0,61,0.783,27952,249040,58087,"C"
7500,"Credit card refinancing",0.106863627459318," 36 months","Current","9+ years","MORTGAGE",65000,3.02,0,196,147,15,9,1,1,1,19,0.186,5737,187981,5737,"B"
15000,"Credit card refinancing",0.173448621857818," 36 months","Current","4 years","RENT",52000,38.68,1,169,124,16,11,0,0,9,70,0.572,14712,53846,53846,"C"
15000,"Credit card refinancing",0.0689853469793918," 36 months","Current","< 1 year","RENT",1e+05,7.28,0,66,0,6,6,0,0,0,43,0.43,22807,22807,22807,"A"
25600,"Debt consolidation",0.0854382744536502," 36 months","Current","1 year","MORTGAGE",80000,19.8,0,141,132,14,7,2,0,0,60,0.672,43703,324611,60243,"A"
25000,"Credit card refinancing",0.0852963231444359," 60 months","Current","< 1 year","MORTGAGE",75631,33.64,0,459,206,69,29,4,0,5,49,0.176,25208,431112,279835,"A"
20000,"Debt consolidation",0.13392359748676," 36 months","Current","< 1 year","MORTGAGE",98000,21.99,1,104,76,18,15,0,0,0,68,0.838,33872,50012,50012,"B"
5500,"Debt consolidation",0.0872558223897591," 36 months","Current","2 years","OWN",20000,6.12,0,53,0,8,8,0,0,0,18,0.175,3211,3211,3211,"A"
16000,"Debt consolidation",0.14565506891096," 60 months","Current","< 1 year","RENT",59360,26.99,0,78,91,12,8,0,0,0,78,0.729,21281,51621,51621,"C"
19000,"Debt consolidation",0.0738892931427574," 36 months","Current","8 years","MORTGAGE",184000,35.11,0,216,141,51,24,5,0,0,36,0.364,41442,258873,130785,"A"
25000,"Debt consolidation",0.164828582718712," 60 months","Current","< 1 year","MORTGAGE",90000,14.51,0,173,170,31,10,0,0,2,87,0.056,1009,262750,262750,"C"
6000,"Vacation",0.114576546545862," 36 months","Current","9+ years","RENT",60000,23.76,0,181,174,20,8,0,0,1,52,0.759,19818,26588,26588,"B"
10000,"Credit card refinancing",0.115023279820476," 36 months","Current","< 1 year","RENT",90000,31.95,0,268,61,36,29,0,0,4,37,0.163,14060,73259,73259,"B"
4800,"Credit card refinancing",0.0641550527489977," 36 months","Current","< 1 year","RENT",20000,11.16,0,60,39,10,9,0,0,0,25,0.183,3574,5465,5465,"A"
32000,"Debt consolidation",0.182027330755768," 60 months","Current","3 years","MORTGAGE",130000,26.65,0,164,184,43,12,3,0,0,83,0.869,47031,388774,136711,"D"
40000,"Debt consolidation",0.120379976739176," 60 months","Current","9+ years","MORTGAGE",90000,12.89,0,154,149,50,7,5,0,1,12,0.118,49816,229488,82973,"B"
18000,"Debt consolidation",0.234399057701463," 36 months","Current","6 years","MORTGAGE",49000,37.08,1,58,69,14,10,0,0,0,52,0.451,15918,68688,68688,"E"
7800,"Debt consolidation",0.0844354824773967," 36 months","Current","9+ years","OWN",89600,11.21,0,166,139,49,21,0,0,13,76,0.232,14506,145594,145594,"A"
9100,"Debt consolidation",0.273033053151029," 36 months","Current","2 years","RENT",48300,22.81,1,132,75,14,8,3,0,3,50,0.552,7127,21027,21027,"E"
2000,"Home improvement",0.0788093756888062," 36 months","Current","9+ years","MORTGAGE",107544.79,4.26,0,380,111,19,5,4,1,0,38,0,0,575414,9026,"A"
40000,"Debt consolidation",0.0674882231403841," 36 months","Current","9+ years","MORTGAGE",190000,12.96,0,283,187,20,8,3,0,1,76,0.803,46261,485060,81473,"A"
16000,"Home buying",0.275407143055159," 60 months","Current","9+ years","RENT",95000,20.21,0,42,118,14,9,0,0,3,56,0.402,6909,72736,72736,"E"
20400,"Home improvement",0.166257545901323," 60 months","Current","5 years","MORTGAGE",121000,30.52,0,174,147,13,9,3,0,0,73,0.963,32830,416133,119353,"C"
7575,"Home improvement",0.204132659845217," 36 months","Current","9+ years","MORTGAGE",120000,16.95,0,127,168,41,13,2,1,6,44,0.591,19556,780132,62795,"D"
3600,"Debt consolidation",0.108552253197716," 36 months","Current","2 years","OWN",60000,8.56,0,431,153,34,14,2,1,0,53,0.534,27980,431533,80034,"B"
3000,"Credit card refinancing",0.105568580126925," 36 months","Current","5 years","RENT",19200,11.93,0,133,0,10,7,0,0,0,10,0.102,2391,2391,2391,"B"
10800,"Other",0.164784064722806," 60 months","Current","9+ years","RENT",55000,29.16,0,247,79,26,18,0,1,6,40,0.103,1833,25911,25911,"C"
5000,"Debt consolidation",0.154684650325263," 36 months","Current","9+ years","RENT",30000,35.36,0,61,69,30,10,0,0,1,51,0.24,2230,13629,13629,"C"
15000,"Debt consolidation",0.104066499359161," 60 months","Current","9+ years","RENT",48000,13.45,0,93,142,35,12,4,0,2,24,0.242,12521,78650,78650,"B"
6000,"Vacation",0.137001312044123," 36 months","Current","4 years","RENT",45000,26.08,0,167,116,26,15,0,0,1,59,0.548,18025,23981,23981,"C"
10000,"Credit card refinancing",0.18171329276443," 36 months","Current","2 years","RENT",62500,34.98,0,111,169,36,11,0,3,1,55,0.591,7507,54447,54447,"D"
25000,"Credit card refinancing",0.0763644092401024," 36 months","Current","2 years","OWN",79400,25.29,0,208,124,22,11,0,0,1,74,0.609,20295,110770,110770,"A"
21000,"Debt consolidation",0.109542438537162," 60 months","Current","8 years","MORTGAGE",153000,18.64,1,228,127,18,9,4,0,0,54,0.298,7640,517481,76466,"B"
13000,"Debt consolidation",0.112347552795941," 60 months","Current","9+ years","MORTGAGE",105000,7.59,0,268,147,22,10,0,1,7,42,0.095,5172,36300,36300,"B"
30000,"Debt consolidation",0.138934429577575," 60 months","Current","1 year","MORTGAGE",75000,20.06,0,165,215,25,8,6,1,0,25,0.39,4996,165615,14772,"C"
20000,"Credit card refinancing",0.149193636358995," 36 months","Current","4 years","MORTGAGE",40365,9.07,0,140,75,10,8,1,0,9,49,0.49,15923,95045,15923,"C"
4000,"Debt consolidation",0.23424209861015," 36 months","Current","9+ years","RENT",26000,35.41,0,181,126,22,8,0,0,0,44,0.348,1078,11670,11670,"E"
11000,"Debt consolidation",0.147401093193493," 60 months","Current","3 years","RENT",50000,32.17,0,62,34,8,7,0,0,1,53,0.39,8732,46169,46169,"C"
20000,"Debt consolidation",0.078997633510828," 36 months","Current","9+ years","MORTGAGE",65000,20.75,0,142,64,26,18,5,0,3,29,0.281,11875,206183,23297,"A"
25000,"Other",0.0828468508854043," 60 months","Current","9+ years","MORTGAGE",2e+05,12.1,0,369,153,32,13,4,0,1,62,0.447,35062,321050,94895,"A"
22000,"Debt consolidation",0.150928470389498," 36 months","Current","4 years","MORTGAGE",88000,25.58,0,100,101,25,15,2,0,0,35,0.171,8544,35520,35520,"C"
6000,"Debt consolidation",0.130171050457587," 36 months","Current","2 years","RENT",38000,4.14,0,339,0,3,3,0,0,0,84,0.838,4192,4192,4192,"B"
9000,"Debt consolidation",0.0794143758712104," 36 months","Current","7 years","RENT",105000,19.66,0,238,153,23,15,0,0,2,55,0.264,14273,73511,73511,"A"
20000,"Debt consolidation",0.169577785750409," 36 months","Current","3 years","RENT",95000,13.39,0,50,46,14,12,0,1,0,41,0.346,22167,36213,36213,"C"
20000,"Home improvement",0.108782489708904," 36 months","Current","< 1 year","MORTGAGE",71000,17.53,0,344,167,28,13,3,0,4,43,0.12,2831,275951,19742,"B"
8000,"Debt consolidation",0.185188679985399," 36 months","Current","4 years","RENT",45000,20.43,0,47,114,13,8,0,0,8,88,0.615,5412,35526,35526,"D"
20000,"Debt consolidation",0.0800665799920913," 36 months","Current","< 1 year","RENT",70000,20.88,0,135,97,15,9,2,0,1,65,0.599,19339,108452,43405,"A"
16000,"Debt consolidation",0.140269513405883," 60 months","Current","3 years","MORTGAGE",60000,13.1,0,287,125,24,7,1,1,0,45,0.463,8479,11382,11382,"C"
25000,"Credit card refinancing",0.152194485968607," 60 months","Current","< 1 year","RENT",72000,16.54,0,149,140,15,8,0,0,1,77,0.767,12801,34787,34787,"C"
14000,"Debt consolidation",0.107997922959318," 36 months","Current","1 year","MORTGAGE",65000,22.73,0,60,53,10,8,0,2,3,29,0.29,9009,40343,40343,"B"
21000,"Home buying",0.172994999938901," 36 months","Current","< 1 year","OWN",68000,9.16,0,41,220,14,6,0,0,2,74,0.198,890,31650,31650,"C"
4200,"Debt consolidation",0.105648884544219," 36 months","Current","9+ years","MORTGAGE",66000,15.02,0,139,283,17,6,1,1,2,81,0.385,963,152874,82776,"B"
35000,"Debt consolidation",0.256405921791773," 36 months","Current","9+ years","MORTGAGE",120000,32.4,0,289,147,24,10,0,0,3,82,0.82,39596,85238,85238,"E"
28000,"Debt consolidation",0.211611010699975," 60 months","Current","2 years","RENT",85000,15.54,0,156,106,29,17,0,0,0,49,0.354,16337,39145,39145,"D"
7200,"Debt consolidation",0.154707012975635," 36 months","Current","9+ years","MORTGAGE",45000,14.69,1,93,61,13,10,0,0,2,49,0.442,8435,11264,11264,"C"
10000,"Debt consolidation",0.120276156766689," 36 months","Current","9+ years","OWN",58670,5.32,0,27,122,14,8,0,0,0,62,0.621,5895,5895,5895,"B"
20000,"Major purchase",0.107403123807441," 60 months","Current","9+ years","RENT",80000,10.37,1,99,53,21,19,0,0,0,36,0.266,7872,14163,14163,"B"
